song_430,itunes_105558,false
song_430,itunes_227987,false
song_430,itunes_172949,false
song_426,itunes_48522,false
song_426,itunes_208127,false
song_426,itunes_172476,false
song_7022,itunes_45956,false
song_7022,itunes_39531,false
song_7022,itunes_82482,false
song_7022,itunes_155246,false
song_7022,itunes_188722,false
song_7022,itunes_120597,false
song_7022,itunes_45599,false
song_7022,itunes_146847,false
song_7022,itunes_150499,false
song_7022,itunes_99152,false
song_7022,itunes_144444,true
song_7022,itunes_150498,false
song_7022,itunes_179854,false
song_7022,itunes_86290,true
song_7022,itunes_96069,false
song_7022,itunes_185055,false
song_7022,itunes_31167,false
song_7022,itunes_51157,false
song_7022,itunes_91545,false
song_7022,itunes_69977,false
song_7022,itunes_236021,false
song_7022,itunes_136275,false
song_7022,itunes_28292,false
song_7022,itunes_214699,false
song_7022,itunes_219748,false
song_7022,itunes_219747,false
song_7022,itunes_44731,false
song_7022,itunes_60584,false
song_7022,itunes_109678,false
song_7022,itunes_45620,false
song_7022,itunes_160306,false
song_7022,itunes_330,false
song_7022,itunes_173303,false
song_7022,itunes_205496,false
song_7022,itunes_106506,false
song_7022,itunes_93089,false
song_7022,itunes_71434,false
song_7022,itunes_134859,false
song_7022,itunes_187443,false
song_7022,itunes_13064,false
song_7022,itunes_36421,false
song_677,itunes_205049,true
song_6308,itunes_78680,false
song_1804,itunes_198848,false
song_1804,itunes_213101,true
song_5480,itunes_4977,false
song_5480,itunes_26848,false
song_5480,itunes_112708,false
song_5480,itunes_105461,false
song_5480,itunes_176754,false
song_5480,itunes_34774,false
song_5480,itunes_26853,false
song_5480,itunes_218854,false
song_5480,itunes_67301,false
song_5480,itunes_129659,false
song_5481,itunes_4977,false
song_5481,itunes_26848,false
song_5481,itunes_112708,false
song_5481,itunes_105461,false
song_5481,itunes_176754,false
song_1849,itunes_181636,true
song_6960,itunes_74906,true
song_6960,itunes_79120,true
song_1955,itunes_181610,true
song_652,itunes_159881,false
song_652,itunes_230942,false
song_2885,itunes_174970,true
song_2885,itunes_44642,true
song_4681,itunes_138299,true
song_4681,itunes_35986,true
song_4681,itunes_225612,true
song_4681,itunes_236962,true
song_2796,itunes_16354,false
song_2795,itunes_79560,false
song_290,itunes_57603,false
song_290,itunes_94315,false
song_4174,itunes_165,false
song_1953,itunes_186698,true
song_2298,itunes_180975,true
song_4853,itunes_71805,false
song_4853,itunes_180556,false
song_6386,itunes_158880,false
song_6386,itunes_191280,false
song_6386,itunes_233291,false
song_6386,itunes_44825,false
song_6386,itunes_201758,false
song_6386,itunes_72535,false
song_6386,itunes_88937,false
song_6386,itunes_40939,false
song_6386,itunes_147065,false
song_6386,itunes_102489,false
song_6392,itunes_158880,false
song_6392,itunes_191280,false
song_6392,itunes_233291,false
song_6392,itunes_44825,false
song_6392,itunes_201758,false
song_6392,itunes_72535,false
song_6392,itunes_88937,false
song_6392,itunes_40939,false
song_6392,itunes_147065,false
song_6392,itunes_102489,false
song_2781,itunes_103313,true
song_5478,itunes_115944,true
song_602,itunes_10316,false
song_395,itunes_219847,false
song_395,itunes_71397,false
song_395,itunes_210133,false
song_5409,itunes_195049,false
song_4201,itunes_42334,true
song_4201,itunes_106784,true
song_4201,itunes_98825,true
song_4201,itunes_204123,true
song_6549,itunes_92914,true
song_6549,itunes_172921,true
song_6251,itunes_39146,false
song_6251,itunes_58263,false
song_6251,itunes_22603,false
song_6251,itunes_152494,false
song_6251,itunes_87423,false
song_6251,itunes_52873,false
song_6251,itunes_204331,false
song_6251,itunes_182807,false
song_6251,itunes_188172,false
song_6251,itunes_25470,false
song_6251,itunes_47271,false
song_6251,itunes_47282,false
song_6251,itunes_229230,false
song_6251,itunes_229241,false
song_6251,itunes_228,false
song_6251,itunes_131347,false
song_6251,itunes_38755,false
song_5102,itunes_147735,true
song_5981,itunes_195089,false
song_4279,itunes_10319,false
song_4279,itunes_35968,true
song_5085,itunes_168077,true
song_5640,itunes_60713,true
song_560,itunes_149076,true
song_1014,itunes_71932,true
song_1014,itunes_71933,true
song_1014,itunes_71934,false
song_1014,itunes_71930,false
song_1014,itunes_71931,false
song_1014,itunes_71929,true
song_2981,itunes_86297,true
song_2981,itunes_131672,true
song_2981,itunes_150628,true
song_2981,itunes_22542,true
song_2981,itunes_125849,true
song_2981,itunes_88801,false
song_5083,itunes_150028,true
song_5083,itunes_168091,true
song_3350,itunes_105481,true
song_6945,itunes_194598,true
song_6341,itunes_66651,false
song_4106,itunes_100233,true
song_4106,itunes_157949,true
song_4106,itunes_9820,true
song_6773,itunes_49929,true
song_6773,itunes_119460,true
song_6773,itunes_119464,false
song_6773,itunes_112208,true
song_6907,itunes_10317,true
song_6907,itunes_35966,true
song_2642,itunes_39981,true
song_2642,itunes_49949,true
song_2642,itunes_238179,true
song_844,itunes_10321,true
song_844,itunes_35970,true
song_2223,itunes_134759,false
song_2222,itunes_134765,false
song_6046,itunes_49397,true
song_2893,itunes_179505,false
song_2808,itunes_181586,false
song_2808,itunes_105592,false
